title,link,description,date,source,content,summary
‘Be careful of the ball’: Raining sixes take India to Asian Games semis - Al Jazeera English,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vc3BvcnRzLzIwMjMvMTAvMy9iZXdhcmUtb2Ytc2l4ZXMtamFpc3dhbHMtY2VudHVyeS1hZ2FpbnN0LW5lcGFsLXNlbmRzLWluZGlhLXRvLXNlbWktZmluYWzSAXdodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9zcG9ydHMvMjAyMy8xMC8zL2Jld2FyZS1vZi1zaXhlcy1qYWlzd2Fscy1jZW50dXJ5LWFnYWluc3QtbmVwYWwtc2VuZHMtaW5kaWEtdG8tc2VtaS1maW5hbA?oc=5," href=""https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vc3BvcnRzLzIwMjMvMTAvMy9iZXdhcmUtb2Ytc2l4ZXMtamFpc3dhbHMtY2VudHVyeS1hZ2FpbnN0LW5lcGFsLXNlbmRzLWluZGlhLXRvLXNlbWktZmluYWzSAXdodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9zcG9ydHMvMjAyMy8xMC8zL2Jld2FyZS1vZi1zaXhlcy1qYWlzd2Fscy1jZW50dXJ5LWFnYWluc3QtbmVwYWwtc2VuZHMtaW5kaWEtdG8tc2VtaS1maW5hbA?oc=5"" target=""_blank"">‘Be careful of the ball’: Raining sixes take India to Asian Games semis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Al Jazeera English</font",2023-10-03 09:53:27+00:00,Al Jazeera English,"list 1 of 4 Unleash bowlers, scrap umpire’s call: Rules cricket needs to change",Cricket's rules of the game need to be changed to make it easier for bowlers to bowl at batsmen. Cricket's top four wicket-takers can now be bowled by just one bowler at a time. The current system allows batsmen to bowle with just one hand.
"India Vs South Korea, Live Streaming, Asian Games 2023, Men's Hockey 1st Semi-final: Preview, Squad Details, When And Where To Watch - Outlook India",https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy0yMDIzLWluZGlhLXZzLXNvdXRoLWtvcmVhLW1lbi1zLWhvY2tleS1tYXRjaC0xc3Qtc2VtaS1maW5hbC1wcmV2aWV3LXNxdWFkLWRldGFpbHMtd2hlbi1hbmQtd2hlcmUtdG8td2F0Y2gtbmV3cy0zMjIxODTSAakBaHR0cHM6Ly93d3cub3V0bG9va2luZGlhLmNvbS9zcG9ydHMvYXNpYW4tZ2FtZXMtMjAyMy1pbmRpYS12cy1zb3V0aC1rb3JlYS1tZW4tcy1ob2NrZXktbWF0Y2gtMXN0LXNlbWktZmluYWwtcHJldmlldy1zcXVhZC1kZXRhaWxzLXdoZW4tYW5kLXdoZXJlLXRvLXdhdGNoLW5ld3MtMzIyMTg0L2FtcA?oc=5," href=""https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy5vdXRsb29raW5kaWEuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy0yMDIzLWluZGlhLXZzLXNvdXRoLWtvcmVhLW1lbi1zLWhvY2tleS1tYXRjaC0xc3Qtc2VtaS1maW5hbC1wcmV2aWV3LXNxdWFkLWRldGFpbHMtd2hlbi1hbmQtd2hlcmUtdG8td2F0Y2gtbmV3cy0zMjIxODTSAakBaHR0cHM6Ly93d3cub3V0bG9va2luZGlhLmNvbS9zcG9ydHMvYXNpYW4tZ2FtZXMtMjAyMy1pbmRpYS12cy1zb3V0aC1rb3JlYS1tZW4tcy1ob2NrZXktbWF0Y2gtMXN0LXNlbWktZmluYWwtcHJldmlldy1zcXVhZC1kZXRhaWxzLXdoZW4tYW5kLXdoZXJlLXRvLXdhdGNoLW5ld3MtMzIyMTg0L2FtcA?oc=5"" target=""_blank"">India Vs South Korea, Live Streaming, Asian Games 2023, Men's Hockey 1st Semi-final: Preview, Squad Details, When And Where To Watch</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Outlook India</font",2023-10-03 17:03:45+00:00,Outlook India,,No Content
Asian Games: China take women's team gold in Go; Wu Yu clinches first boxing gold - CGTN,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vbmV3cy5jZ3RuLmNvbS9uZXdzLzIwMjMtMTAtMDMvQXNpYW4tR2FtZXMtV3UtWXUtY2xpbmNoZXMtZmlyc3QtYm94aW5nLWdvbGQtLTFuQnVNNVBoMHdVL2luZGV4Lmh0bWzSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vbmV3cy5jZ3RuLmNvbS9uZXdzLzIwMjMtMTAtMDMvQXNpYW4tR2FtZXMtV3UtWXUtY2xpbmNoZXMtZmlyc3QtYm94aW5nLWdvbGQtLTFuQnVNNVBoMHdVL2luZGV4Lmh0bWzSAQA?oc=5"" target=""_blank"">Asian Games: China take women's team gold in Go; Wu Yu clinches first boxing gold</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CGTN</font",2023-10-03 11:53:51+00:00,CGTN,,No Content
Asian Games Highlights: India's medal tally touches 60 on Day 9 - Deccan Herald,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWhhbmd6aG91LTIwMjItaW5kaWEtbWVkYWwtdGFsbHktdG9kYXktc3BvcnRzLW5ld3MtMjcwODk1NdIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmRlY2NhbmhlcmFsZC5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLTIwMjMtbGl2ZS11cGRhdGVzLWhhbmd6aG91LTIwMjItaW5kaWEtbWVkYWwtdGFsbHktdG9kYXktc3BvcnRzLW5ld3MtMjcwODk1NdIBAA?oc=5"" target=""_blank"">Asian Games Highlights: India's medal tally touches 60 on Day 9</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deccan Herald</font",2023-10-01 16:55:00+00:00,Deccan Herald,,No Content
"Zii Jia, Aaron-Wooi Yik reach second round in Asian Games - The Star Online",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRoZXN0YXIuY29tLm15L3Nwb3J0L2JhZG1pbnRvbi8yMDIzLzEwLzAyL3ppaS1qaWEtYWFyb24td29vaS15aWstcmVhY2gtc2Vjb25kLXJvdW5kLWluLWFzaWFuLWdhbWVz0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRoZXN0YXIuY29tLm15L3Nwb3J0L2JhZG1pbnRvbi8yMDIzLzEwLzAyL3ppaS1qaWEtYWFyb24td29vaS15aWstcmVhY2gtc2Vjb25kLXJvdW5kLWluLWFzaWFuLWdhbWVz0gEA?oc=5"" target=""_blank"">Zii Jia, Aaron-Wooi Yik reach second round in Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Star Online</font",2023-10-02 07:06:00+00:00,The Star Online,"PETALING JAYA: Shuttlers Lee Zii Jia and Aaron Chia-Soh Wooi Yik made it into the second round in the men's singles and doubles, respectively, in the Asian Games. World No. 16 Zii Jia superbly came from behind to beat Hong Kong's world No. 18 Angus Ng Ka Long 15-21, 21-15, 21-16 in the first round at the Binjiang Gymnasium in Hangzhou on Monday (Oct 2). Zii Jia will next play Timor Leste's Mourinho Zefi and should have no problems reaching the third round. World No. 5 Aaron-Wooi Yik also had to dig deep to overcome Taiwan's world No. 14 Lu Ching-yao-Yang Po-han 21-23, 21-12, 23-21 in the opening round. Aaron-Wooi Yik will likely face Thailand's world No. 36 Supak Jomkoh-Kittinupong Kedren next. Subscribe now to our Premium Plan for an ad-free and unlimited reading experience! Tags / Keywords: Asian Games , Lee Zii JIa , Aron Chia , Soh Wooi Yik , Second Round Found a mistake in this article? Report it to us. What is the issue about? Spelling and grammatical error Factually incorrect Story is irrelevant This field is mandatory This field is mandatory Email (optional) Please enter valid email. Report issue Report issue Cancel Invalid captcha response. Please re-try again. Thank you for your report! Related News Badminton 14h ago Zii Jia and Co face huge Thailand hurdle Badminton 02 Oct 2023 Hopes high on top pair Aaron-Wooi Yik to fight for medal despite tough draw Badminton 1d ago A close call for top pair Aaron and Wooi Yik Related News Badminton 14h ago Zii Jia and Co face huge Thailand hurdle Badminton 02 Oct 2023 Hopes high on top pair Aaron-Wooi Yik to fight for medal despite tough draw Badminton 1d ago A close call for top pair Aaron and Wooi Yik","Shuttlers Lee Zii Jia and Aaron Chia-Soh Wooi Yik made it into the second round in the men's singles and doubles, respectively, in the Asian Games. World No. 16 ZiiJia came from behind to beat Hong Kong's world No. 18 Angus Ng Ka Long in the first round at the Binjiang Gymnasium in Hangzhou on Monday (Oct 2) Aaron-WooiYik also had to dig deep to overcome Taiwan's world. No. 14 Lu Ching-yao-Yang Po-han in the opening round."
Saudi Arabia grab 2nd gold medal at 19th Asian Games - Arab News,https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzIzODQ4NTYvc2F1ZGktc3BvcnTSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzIzODQ4NTYvc2F1ZGktc3BvcnTSAQA?oc=5"" target=""_blank"">Saudi Arabia grab 2nd gold medal at 19th Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Arab News</font",2023-10-03 18:31:36+00:00,Arab News,,No Content
"Asian Games: Zii Jia, Aaron Chia-Wooi Yik clear first-round hurdles - Malay Mail",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1hbGF5bWFpbC5jb20vbmV3cy9zcG9ydHMvMjAyMy8xMC8wMi9hc2lhbi1nYW1lcy16aWktamlhLWFhcm9uLWNoaWEtd29vaS15aWstY2xlYXItZmlyc3Qtcm91bmQtaHVyZGxlcy85Mzk5M9IBfGh0dHBzOi8vd3d3Lm1hbGF5bWFpbC5jb20vYW1wL25ld3Mvc3BvcnRzLzIwMjMvMTAvMDIvYXNpYW4tZ2FtZXMtemlpLWppYS1hYXJvbi1jaGlhLXdvb2kteWlrLWNsZWFyLWZpcnN0LXJvdW5kLWh1cmRsZXMvOTM5OTM?oc=5," href=""https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1hbGF5bWFpbC5jb20vbmV3cy9zcG9ydHMvMjAyMy8xMC8wMi9hc2lhbi1nYW1lcy16aWktamlhLWFhcm9uLWNoaWEtd29vaS15aWstY2xlYXItZmlyc3Qtcm91bmQtaHVyZGxlcy85Mzk5M9IBfGh0dHBzOi8vd3d3Lm1hbGF5bWFpbC5jb20vYW1wL25ld3Mvc3BvcnRzLzIwMjMvMTAvMDIvYXNpYW4tZ2FtZXMtemlpLWppYS1hYXJvbi1jaGlhLXdvb2kteWlrLWNsZWFyLWZpcnN0LXJvdW5kLWh1cmRsZXMvOTM5OTM?oc=5"" target=""_blank"">Asian Games: Zii Jia, Aaron Chia-Wooi Yik clear first-round hurdles</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Malay Mail</font",2023-10-02 08:53:33+00:00,Malay Mail,,No Content
Hidilyn Diaz falls short of Asian Games 2023 medal - GMA News Online,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmdtYW5ldHdvcmsuY29tL25ld3Mvc3BvcnRzL290aGVyc3BvcnRzLzg4MzkxMS9oaWRpbHluLWRpYXotZmFsbHMtc2hvcnQtb2YtYXNpYW4tZ2FtZXMtbWVkYWwtcGxhY2VzLTR0aC9zdG9yeS_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmdtYW5ldHdvcmsuY29tL25ld3Mvc3BvcnRzL290aGVyc3BvcnRzLzg4MzkxMS9oaWRpbHluLWRpYXotZmFsbHMtc2hvcnQtb2YtYXNpYW4tZ2FtZXMtbWVkYWwtcGxhY2VzLTR0aC9zdG9yeS_SAQA?oc=5"" target=""_blank"">Hidilyn Diaz falls short of Asian Games 2023 medal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GMA News Online</font",2023-10-02 08:38:18+00:00,GMA News Online,,No Content
Gilas Pilipinas edge Iran by solitary point to set up China rematch at Asian Games - ESPN - ESPN,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmVzcG4ucGgvYmFza2V0YmFsbC9naWxhcy9zdG9yeS9fL2lkLzM4NTUzNzI2L2dpbGFzLXBpbGlwaW5hcy1lZGdlLWlyYW4tc29saXRhcnktcG9pbnQtc2V0LWNoaW5hLXJlbWF0Y2gtYXNpYW4tZ2FtZXPSAYwBaHR0cHM6Ly93d3cuZXNwbi5waC9iYXNrZXRiYWxsL2dpbGFzL3N0b3J5L18vaWQvMzg1NTM3MjYvZ2lsYXMtcGlsaXBpbmFzLWVkZ2UtaXJhbi1zb2xpdGFyeS1wb2ludC1zZXQtY2hpbmEtcmVtYXRjaC1hc2lhbi1nYW1lcz9wbGF0Zm9ybT1hbXA?oc=5," href=""https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmVzcG4ucGgvYmFza2V0YmFsbC9naWxhcy9zdG9yeS9fL2lkLzM4NTUzNzI2L2dpbGFzLXBpbGlwaW5hcy1lZGdlLWlyYW4tc29saXRhcnktcG9pbnQtc2V0LWNoaW5hLXJlbWF0Y2gtYXNpYW4tZ2FtZXPSAYwBaHR0cHM6Ly93d3cuZXNwbi5waC9iYXNrZXRiYWxsL2dpbGFzL3N0b3J5L18vaWQvMzg1NTM3MjYvZ2lsYXMtcGlsaXBpbmFzLWVkZ2UtaXJhbi1zb2xpdGFyeS1wb2ludC1zZXQtY2hpbmEtcmVtYXRjaC1hc2lhbi1nYW1lcz9wbGF0Zm9ybT1hbXA?oc=5"" target=""_blank"">Gilas Pilipinas edge Iran by solitary point to set up China rematch at Asian Games - ESPN</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN</font",2023-10-03 07:23:16+00:00,ESPN,,No Content
Aaron-Wooi Yik survive a scare to reach second round in Hangzhou - New Straits Times,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjEyMC9hYXJvbi13b29pLXlpay1zdXJ2aXZlLXNjYXJlLXJlYWNoLXNlY29uZC1yb3VuZC1oYW5nemhvddIBc2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvYW1wL3Nwb3J0cy9iYWRtaW50b24vMjAyMy8xMC85NjIxMjAvYWFyb24td29vaS15aWstc3Vydml2ZS1zY2FyZS1yZWFjaC1zZWNvbmQtcm91bmQtaGFuZ3pob3U?oc=5," href=""https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvc3BvcnRzL2JhZG1pbnRvbi8yMDIzLzEwLzk2MjEyMC9hYXJvbi13b29pLXlpay1zdXJ2aXZlLXNjYXJlLXJlYWNoLXNlY29uZC1yb3VuZC1oYW5nemhvddIBc2h0dHBzOi8vd3d3Lm5zdC5jb20ubXkvYW1wL3Nwb3J0cy9iYWRtaW50b24vMjAyMy8xMC85NjIxMjAvYWFyb24td29vaS15aWstc3Vydml2ZS1zY2FyZS1yZWFjaC1zZWNvbmQtcm91bmQtaGFuZ3pob3U?oc=5"" target=""_blank"">Aaron-Wooi Yik survive a scare to reach second round in Hangzhou</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New Straits Times</font",2023-10-02 08:06:10+00:00,New Straits Times,,No Content
Japan to face North Korea in women's soccer final at Asian Games - Japan Today,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vamFwYW50b2RheS5jb20vY2F0ZWdvcnkvc3BvcnRzL2phcGFuLXNldC11cC1ub3J0aC1rb3JlYS1zaG93ZG93bi1ydW5uZXItd2lucy1hZ2Fpbi1hZnRlci1iYW7SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vamFwYW50b2RheS5jb20vY2F0ZWdvcnkvc3BvcnRzL2phcGFuLXNldC11cC1ub3J0aC1rb3JlYS1zaG93ZG93bi1ydW5uZXItd2lucy1hZ2Fpbi1hZnRlci1iYW7SAQA?oc=5"" target=""_blank"">Japan to face North Korea in women's soccer final at Asian Games</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Japan Today</font",2023-10-03 21:00:00+00:00,Japan Today,"Japan celebrate scoring against China Photo: AFP sports Japan to face North Korea in women's soccer final at Asian Games Today 06:00 am JST Today | 06:43 am JST 2 Comments By Peter STEBBINGS HANGZHOU, China Reigning champions Japan held off a spirited fightback from hosts China on Tuesday to set up an Asian Games women's soccer final against North Korea. Japan silenced the partisan crowd in Hangzhou to lead 4-1 at the break and put one foot in the final, as the China players trudged off the pitch into the dressing rooms. But a China team made up of players from the recent World Cup refused to go quietly and they pulled it back to 4-3 with half an hour left, setting up a grandstand finale. But Japan kept their concentration and nerve to hold out for victory and teed up a showdown with North Korea on Friday for gold. ""At the start of the second half we knew they would attack us and we let them do that to an extent,"" said Japan coach Michihisa Kano, whose side has hit an incredible 35 goals in five matches at the Games. He said his substitutes had helped make the game safe. ""It was difficult at times, but the players who came on worked hard, did their job and helped us get the win. I want to thank my players,"" he added. North Korea thrashed Uzbekistan 8-0 in the other semifinal to set up a repeat of the 2014 final, with striker Kim Kyong Yong scoring four goals. On the fifth day in track and field, Bahrain's Kemi Adekoya -- who was stripped of the 2018 title for doping -- won 400 meters hurdles gold. The 30-year-old won at the 2014 Asian Games in Incheon after switching allegiance from Nigeria, and again came first at Jakarta four years later. But she was stripped of her 2018 hurdles and mixed 4x400m relay golds after testing positive for the prohibited steroid stanozolol. She was banned for four years. A former world indoor champion, she claimed at the time her food was spiked. ""I just wanted to fight and get the gold medal, and fight for a new record,"" she said on Tuesday after clocking a Games-record 54.45sec for gold. Adekoya, who only recently returned to action, won the 400m title on Saturday. China's Wu Yu enjoyed an afternoon stroll to the first boxing gold of the Games as she easily defeated Thailand's Chuthamat Raksat in the final of the women's flyweight (50 kg) on unanimous points. Tajikistan's Davlat Boltaev won the first men's gold with a controversial 3-2 split decision over China's Han Xuezhen in the heavyweight (92kg) division. Wu, who barely broke sweat, and whose face was completely unmarked, told AFP: ""It was as comfortable as it looked."" But the Chinese boxer, who won the world championship in the non-Olympic 52kg weight class in Delhi earlier this year, said she thinks she can do even better. Gold at the Paris Olympics next year is already on her mind. ""My main rival is myself. I will not be afraid of even the strongest rivals if I keep breaking through my limits and making myself stronger,"" she said. ""I think it's better to stay down to earth. I am only at the second stage now that I've got a ticket to the Paris Olympics."" In road cycling, Kazakhstan's Alexey Lutsenko, a 2020 stage winner on the Tour de France, won gold in the men's individual time trial by two minutes from China's Xue Ming. Olga Zabelinskaya of Uzbekistan took the women's crown. It was a fourth Asian Games gold for Lutsenko, stretching back to Incheon in 2014, but he does not intend to stop there with the road race still to come. Arch-rivals India and Pakistan remain on course for a blockbuster men's cricket final. Explosive opener Yashasvi Jaiswal smashed seven sixes in a sublime maiden T20 century as India opened their first Asian Games campaign with a 23-run defeat of Nepal to reach the semi-finals. Pakistan kept up their end of the bargain, crushing Hong Kong by 68 runs with experienced all-rounder Khushdil Shah taking 3-13. ©  2023 AFP ©2023 GPlusMedia Inc. Get the Perfect Car Loan in Japan! No permanent residency needed. Complete your easy loan application with Suruga Bank online. Learn More Your Dream Job in Shinjuku Study Abroad agency hiring for an English teacher role- apply now! Apply Now Sort by Oldest Latest Popular 2 Comments Login to comment kibousha Today 07:38 am JST Bring some armors against barbaric DPRK. 0 ( +1 / -1 ) Bart Fargo Today 01:08 pm JST I can only imagine the amount of pressure on the North Korean players. 0 ( +0 / -0 ) Login to leave a comment Facebook users Use your Facebook account to login or register with JapanToday. By doing so, you will also receive an email inviting you to receive our news alerts. Facebook Connect Login with your JapanToday account Remember Me Forgot password? User registration",Japan to face North Korea in women's soccer final at Asian Games. Reigning champions Japan held off a spirited fightback from hosts China. North Korea thrashed Uzbekistan 8-0 in the other semifinal to set up a repeat of the 2014 final.
